Index	AvgScore	Score	NormalizedClaim	Text
299	0.2878	0.3431	Whistleblower from Dominion claims fraud took place in 2020 election	A whistleblower from Dominion Voting Systems has come forward, claiming the company's software changed 3.8 million votes, allegedly stealing the election for Biden, and is now one of three individuals to have made such allegations.
300	0.1775	0.1031	Photo shows Filipino celebrity John Lapus denouncing communist groups	A photo or video of Sir John and possibly Angel Locsin, with anti-CPP-NPA-NDF sentiments.
301	0.1768	0.0680	Video shows Singapore’s ruling party placing election poster over opposition party's poster	A person is expressing anger and threatening retaliation in a video.
302	0.2858	0.2212	CNN back-pedalled and said Trump will win US presidency	CNN reports that President Trump may win the election due to a potential path involving mail-in ballots, competing slates of electors, and Congress discarding electoral votes from disputed states.
303	0.1765	0.1953	An image of a wounded child is from the Russian invasion of Ukraine	A photo of a child affected by the Ukraine war.
304	0.2866	0.6511	the wrong vaccines turned people into zombies in 2021 in the movie i am legend	The movie "I Am Legend" depicts a scenario where people turn into zombies in 2021 due to faulty vaccines.
305	0.2874	0.5373	The movie “I am Legend” was based in the year 2021 and people turned into zombies “because of the wrong vaccine.”	The movie "I Am Legend" depicts a scenario where people turn into zombies in the year 2021 due to faulty vaccines.
306	0.1773	0.3024	Henry Kissinger made these pro-Trump remarks	Photo of Henry Kissinger and Donald Trump.
307	0.2873	0.3750	This is a photo of Chris Wallace and Jeffrey Epstein	Chris Wallace was present at Jeffrey Epstein's island.
308	0.2868	0.1163	Image shows authentic media release announcing extension of Sydney lockdown	The lockdown in Greater Sydney, including Central Coast, Blue Mountains, Wollongong, and Shellharbour, will be extended until 11:59pm on 30 December 2021 due to the ongoing number of infectious cases in the community.
309	0.2875	0.4970	Leni Robredo campaign rally is biggest in Philippine history	According to the Associated Press, VP Leni Gerona Robredo's proclamation rally at Plaza Quezon in Naga City on February 8, 2022, drew an estimated crowd of 200,000 to 600,000 people, making it the biggest campaign rally in Philippine politics history.
310	0.1265	0.3006	Photo shows final moments of Genepil, last Mongolian queen	Stalin's regime brutally executed Mongolia's last queen, Genepil, in 1938.
311	0.2870	0.2083	Human-generated CO2 is an insignificant contributor to climate change	The claim that man-made CO2 is a significant contributor to global temperature and climate is misleading, as it constitutes only 0.1 to 0.2% of atmospheric greenhouse gases, with water vapor being the dominant greenhouse gas.
312	0.2881	0.6161	UNESCO declared Islam ‘most peaceful religion in world'	UNESCO has declared Islam as the most peaceful religion in the world after a six-month study in partnership with the International Peace Foundation.
313	0.2886	0.4598	Images showing dead fish on beaches following Tonga volcano	A large number of dead fish and crabs were found after the Tonga volcano eruption.
314	0.1767	0.3453	A 1922 report disproves human-caused global warming	A 1922 newspaper article about Arctic warming and ice melt.
315	0.2890	0.4920	South African police confiscate food meant for white people	On May 3, 2020, the South African police prevented a church from delivering 200 food parcels to a white squatter camp in Pretoria, confiscating the parcels and fining the church R10,000, allegedly because no food was allowed to be delivered to white people.
316	0.2893	0.3571	Crocodile in a Mumbai drain	A crocodile was found in an open nala in Mumbai.
317	0.2898	0.4529	Olympic fireworks were set off under Mount Fuji as they could not be stored till 2021 Tokyo Olympics.	The Olympic fireworks, initially intended for the 2020 Japan Olympics, were set off in advance under Mount Fuji due to storage limitations and the postponement of the games caused by the COVID-19 pandemic.
318	0.2912	0.7324	Members of US Congress raised their own salaries nine times over the last 18 years, increased federal minimum wage only once	Congress has raised the minimum wage only once in the last 18 years, while increasing their own salaries nine times during the same period.
319	0.2909	0.2166	Flu shot is free and should be regarded as suspicious	The medical industry provides flu shots for free, often incentivized with gift cards, while not offering the same for life-saving medications like EpiPens or insulin.
320	0.1771	0.2475	Video shows Afghanistan woman stoned to death in November 2021	A video of the Taliban stoning a woman in Afghanistan.
321	0.1767	0.1010	Girl pictured in Indian-administrated Kashmir after India revokes its autonomy	A woman holding the Indian flag in Kashmir.
322	0.2903	0.3740	US plans to ban real meat from 2024	The U.S. Food and Drug Administration is reportedly planning to ban the sale of real meat, with the ban allegedly set to take effect on April 1, 2024, which may be followed by similar decisions in other countries.
323	0.2902	0.2485	Israeli soldier arrests child during Gaza fighting in June 2021	An Israeli soldier attempted to arrest a Palestinian child by sitting on him, causing suffocation and exacerbating the child's pain from a broken hand, before the child's family intervened to free him.
324	0.2901	0.2584	Video shows a truck driving into moving helicopter blades in Amritsar, in India's Punjab state	A truck and helicopter were involved in an accident in Amritsar.
325	0.2903	0.3507	Image shows Prince Philip ‘pranking’ the Queen	Prince Phillip is known to prank the Queen.
326	0.2914	0.6642	Picture of doctors and nurses who died in Italy due to coronavirus.	More than 200 doctors and nurses have died in Italy due to the COVID-19 virus.
327	0.1771	0.1240	Image shows Pakistani plane moments before crash in Karachi in May 2020	A plane, likely PK-320, is in the air before landing.
328	0.2916	0.6098	Man-made CO2 is an insignificant contributor to climate change	Here is the standardized claim in one sentence: Man-made CO2 constitutes only 0.1 to 0.2% of atmospheric greenhouse gases, making it an insignificant contributor to global temperature and climate, despite its often-exaggerated role in the greenhouse effect.
329	0.1773	0.2151	Trump posted this tweet about H1N1 pandemic in 2009	A 2009 tweet from Donald Trump criticizing Obama's pandemic handling.
330	0.2911	0.3328	The government of Ondo in southwestern Nigeria halved the state's debt in three years	The Ondo State Government has reduced the N220 billion debt inherited from the previous PDP administration by over 50% and increased the state's Internally Generated Revenue from N700 million to over N1 billion monthly.
331	0.1242	0.1820	Nasir el-Rufai says Buhari knows who is behind Zamfara killings	Buhari knows the attackers and their sponsors but chooses not to act.
332	0.2912	0.4711	Costco bath tissue recall	Costco has issued a recall of Kirkland Signature bath tissue due to potential contamination with COVID-19, and is offering a partial refund to customers who return the affected product.
333	0.1254	0.3468	News blocked on Facebook in Australia in October 2021	Australia's government is restricting news sharing on Facebook.
334	0.1778	0.3358	This photo shows the Italian president crying over COVID-19	A photo of Italy's president crying, overwhelmed by COVID-19 deaths.
335	0.2916	0.8067	National Flag at Lal Chowk	The Indian national flag was hoisted at Lal Chowk in Srinagar on Independence Day.
336	0.1773	0.0943	Video shows Seoul rally against coronavirus restrictions in August 2020	A large crowd gathers in Gwanghwamun, Seoul, for Independence Day and anti-coronavirus protests.
337	0.2914	0.4709	Kidnappers of Nigerian students arrested	The Nigerian army and police officers have successfully caught the kidnappers of Greenfield University students with the collected ransom, earning respect for their efforts to eliminate kidnapping and banditry from the country.
338	0.2912	0.2564	Russian, Spanish airlines are telling COVID-19 vaccinated people to not fly	Airlines in Spain and Russia are warning that people who have been vaccinated against COVID-19 may be at risk of blood clots during air travel and are advising them to avoid flying, a concern also echoed by the American CDC for long-distance flights over four hours.
339	0.2912	0.2748	List of Biden accomplishments is true	The claim that Joe Biden was a war hero, rescued his regiment, captured enemy soldiers, and achieved various academic and professional accomplishments is entirely false and was intentionally fabricated to test Facebook's fact-checking capabilities.
340	0.2923	0.6524	Accurate representation of total vaccinations a baby born in 2019 receives	A baby born in 2019 is scheduled to receive a significant number of vaccines, which some people believe is excessive and potentially harmful to their health.
341	0.2925	0.3583	Rare picture of the Venusian surface taken by Venera 13	The Soviet Venera 13 mission captured a clear photo of Venus' rocky surface, which remains the only clear image ever taken from the planet's surface.
342	0.2926	0.3467	News Headlines on white supremacy links to GameStop stock rise	Here is the standardized claim in one sentence: The WallStreetBets campaign targeting institutional investors on Reddit has been linked to lingering white supremacy issues, according to a hedge fund manager.
343	0.2933	0.5288	Pelosi travels weekly to California on a 200-seat Boeing that costs millions annually in fuel	Speaker Pelosi travels home to California every week on a 200-seat Boeing 757, incurring a round-trip fuel cost of $120,000, which totals $5,760,000 annually, excluding crew expenses.
344	0.2933	0.3064	Overworked funeral home employee accidentally cremated during COVID-19 crisis	An employee of a New York Funeral and Cremation Service was accidentally cremated by a coworker, resulting in their death.
345	0.2936	0.3985	Arizona parents ousted school board over mask mandate	Hundreds of parents in Vail, Arizona, attended a school board meeting, protested mask mandates, and successfully replaced board members, resulting in the immediate removal of mask mandates for schools.
346	0.1778	0.3431	Unsafe Covid-19 vaccines not sold in Western countries	Photo of Covid-19 vaccine packaging with "Not for distribution in US, EU, and Canada" labels.
347	0.2935	0.2345	USA police arrest south Sudanese not knowing he is FBI agent	A police officer racially profiled an undercover FBI agent.
348	0.2929	0.0855	ICC sends cautionary letter to Kenyan politician	The International Criminal Court expresses deep concern over the use of derogatory terms and incitement to violence in Kenya, warning that such rhetoric can lead to devastating consequences, including ethnic violence, displacement, and human rights abuses, and urges Kenyan leaders to promote inclusion and respect for democratic choices.
349	0.2933	0.4483	People vaccinated against Covid-19 should avoid MRI scans	Dr. Afzal Niaz warns that individuals who have been vaccinated should avoid MRI scans, particularly in the first few weeks, as the electromagnetism produced by the scans has severely affected some people, resulting in death in extreme cases.
350	0.1772	0.1995	Video shows flooding at Karachi airport in July 2022	Aerial view of Karachi airport, possibly from a plane or drone.
351	0.1784	0.3979	Photo shows an actual fountain in Japan	A fountain in Japan shaped like a woman's head.
352	0.2933	0.5174	CDC said cigarette smoking doesn't cause cancer in 1958	The CDC has made statements denying links between certain habits and diseases, specifically that cigarette smoking does not cause cancer in 1958 and vaccines do not cause autism in 2012.
353	0.2950	0.8661	Foot Locker donated $200 million to Black Lives Matter	Foot Locker donated $200 million to the Black Lives Matter movement, despite their stores in Minneapolis being looted by alleged BLM protesters.
354	0.1776	0.0379	Healthy people under 50 or recovered from Covid-19 do not need the vaccine	A doctor testifies before the Texas State Senate Committee on Health and Human Services.
355	0.1779	0.2174	Photo shows aftermath of Beirut, Lebanon blast in August 2020	A massive explosion in Beirut, Lebanon, caused by 2,750 tons of ammonium nitrate.
356	0.2939	0.3024	Migrant workers stopped at Delhi-Uttar Pradesh state border during COVID-19 lockdown in India	Migrants returning home were initially stopped at the Delhi-UP Border in Ghazipur, but they later entered Uttar Pradesh by breaking through barricades.
357	0.2942	0.3845	New Australian law passed in Parliament which revokes licenses from drivers who touch their phone	In Australia, drivers who touch their phone while driving or with the engine running will have their license revoked for three months, with no exceptions, unless they safely park and turn off the engine or use their car's Bluetooth.
358	0.1783	0.2568	PEP Stores recruiting workers in South Africa	Job posting for Pep Stores Learnership Programme with stipend.
359	0.1792	0.3413	Photo shows a 2015 visit by then-US president Barack Obama, infectious diseases expert Dr. Anthony Fauci and philanthropist Melinda Gates to a laboratory in China’s Wuhan	A photo allegedly shows Dr. Fauci, Melinda Gates, and Barack Obama at the Wuhan lab in 2015.
360	0.2937	0.3354	The US Food and Drug Administration has approved a Pfizer monkeypox vaccine	The United States Government purchased 13 million MonkeyPox vaccines for $119 million and Pfizer received FDA approval for a new MonkeyPox vaccine within 48 hours of a single case being reported in Massachusetts.
361	0.2935	0.1998	South Africa’s President Ramaphosa dancing like he’s on drugs	President Cyril Ramaphosa's behavior, including dancing like Nyaope Boys, is perceived as embarrassing and has led to the country being ridiculed by other nations, with some considering his "Thuma Mina" initiative to be nonsensical.
362	0.2940	0.4901	Video shows made-in-China robot dancers at Shanghai Disneyland	Robots made in China perform a 5-minute dance show at Shanghai Disneyland for a price of 499 Yuan.
363	0.1805	0.4505	Arizona canvassing results prove election irregularities in Maricopa County	Image of a post about the Arizona audit, showing 32.4% lost votes in Maricopa County.
364	0.1812	0.3094	These photographs show the body of basketball star Kobe Bryant	A photo of Kobe Bryant with a caption mourning his death.
365	0.2936	0.3254	Canada adopts Chinese-style social credit system	The Government of Canada website features information on China's Corporate Social Credit System, which is a system developed to ensure corporate compliance and improve company behavior, sparking concern that it may be implemented in other countries, including Canada.
366	0.1820	0.3288	Photo shows basketball legend Kobe Bryant’s body	A photo or video of Kobe Bryant's lifeless body after a helicopter crash.
367	0.2941	0.5343	US special forces seized Nancy Pelosi's laptop during the storming of the Capitol	Lt. General Thomas McInerney claims that special forces retrieved Nancy Pelosi's laptop during the Capitol breach, causing her to frantically push for Trump's impeachment.
368	0.2945	0.4209	American Red Cross does not accept plasma donations from Covid-19 vaccine recipients	The American Red Cross states that individuals who have received a vaccine are ineligible to donate blood plasma because the vaccine eliminates the body's natural antibodies.
369	0.2945	0.3179	Potassium chloride in vaccines is dangerous	The Centers for Disease Control and Prevention (CDC) lists various vaccine ingredients, including aluminum, formaldehyde, and human albumin, which have raised concerns due to their potential toxicity and origins, and some vaccines, such as Influenza, MMRV, and Varicella, contain ingredients like potassium chloride, which is also used in lethal injections.
370	0.1837	0.4907	Video shows Indian soldiers crying after Galwan border clashes with China in June 2020	A video shows Indian soldiers crying after being beaten by Chinese forces in Ladakh.
371	0.1845	0.3348	Adding a stamp will expedite US mail-in ballots with pre-paid postage	A ballot with a stamp to upgrade USPS handling to first class.
372	0.2932	0.1240	These photos show the throats of COVID-19 patients	According to Dr. LeGrand, COVID-19 symptoms include high fever, severe cough, breathing difficulties, and extreme fatigue, which can lead to hospitalization, isolation, and potentially life-threatening complications, emphasizing the importance of staying at home to prevent the spread of the disease.
373	0.1209	0.2976	Attempted child abduction at SA mall	Xenophobia and child abduction fears are being fueled.
374	0.2935	0.4416	Donald Trump officially created a Patriot Party	According to a Federal Election Commission filing, Donald Trump has filed paperwork to establish the "Patriot Party", but a subsequent announcement on January 24th reportedly rescinded this decision, although confirmation is pending.
375	0.2930	0.0820	Moving “corpses” expose deaths staged by Hamas	A video allegedly produced in Gaza studios, referred to as "Palywood," appears to show fake or staged scenes of dead Hamas terrorists and Palestinian martyrs, suggesting that the footage is fabricated and intended to deceive.
376	0.2936	0.5204	Photo shows people practicing Indian culture in New Zealand	The importance of Indian culture is highly valued in New Zealand.
377	0.2938	0.3689	Image of ‘Earth, Jupiter and Venus’ as seen from Mars	The planets Earth, Venus, and Jupiter are visible from Mars.
378	0.2937	0.2710	This video shows Muslims were buried alive by workers of the Bharatiya Janata Party (BJP).	It is alleged that members of the Indian BJP and RSS buried Muslims alive.
379	0.1829	0.1235	This video shows landslide in north-eastern India.	A landslide blocks the Guwahati to Shillong road.
380	0.2938	0.5017	Facebook post says a woman called “Lebo Moatshe” and has “successfully removed HIV from a sperm cell in a lab”	Lebo Moatshe, a researcher from South Africa, has achieved a medical breakthrough by successfully removing HIV from sperm cells in a lab, completing 20 semen decontamination procedures with a 100% success rate.
381	0.2946	0.5853	Photo shows Ice Cube and 50 Cent wearing Donald Trump hats.	Rappers 50 Cent and Ice Cube have publicly endorsed Donald Trump.
382	0.2947	0.3546	LPG cylinder’s expiry date	LPG gas cylinders have an expiry date, which is coded alpha-numerically on the side stem, and cylinders with expired dates should be returned as they are prone to leaks and hazardous accidents.
383	0.2952	0.4840	Photo of woman who gave birth to 17 babies	Catherine Bridge holds the world record for giving birth to 17 babies, all of whom are boys.
384	0.2948	0.1327	ND TV reveals that Ex PM gave money to "the Hindu" reporter to publish about possible LTTE attack to Sri Lanka	Mahinda Rajapaksa is allegedly funding a Hindu reporter to spread false information about the resurgence of the LTTE.
385	0.1817	0.0595	Alternative natural treatments to cure serious health conditions	Photo of coconut water with text overlay about its health benefits.
386	0.1820	0.2451	This video has circulated in reports about a woman arrested for pouring soup on a stranger in Singapore	A person being arrested in Singapore for not wearing a mask.
387	0.2940	0.3606	Sex traffickers are using $100 bills to lure victims in American cities	A woman at Northgate mall found a $100 bill wrapped with a red ribbon on her car door handle, which the police warned could be a ploy used by sex traffickers to kidnap women and children, and advised her not to touch it as it may be laced with a substance that can cause drowsiness.
388	0.1823	0.2435	Photo shows Northern Lights captured by NASA	Astronauts view the Northern Lights from space, with a Louis Armstrong quote.
389	0.2937	0.2447	Coronavirus gone in South Korea and under control in Japan, restrictions in Philippines are too relaxed	The Philippines lacks discipline and unity, unlike other countries such as South Korea, China, and Japan, where people followed government guidelines and controlled the virus, and this lack of discipline and unity hinders the country's progress.
390	0.2933	0.1342	This photo shot from space by a NASA satellite shows the Australian bushfires	The photo, which appears to show Australia as "hell on Earth", is actually an image of summer fires that have mostly been extinguished, not current ones.
391	0.1806	0.0909	White trails behind flying aircraft are chemtrails that spread Covid-19	A photo of a plane leaving behind contrails, with a cityscape below, possibly with COVID-19 statistics overlay.
392	0.2935	0.5500	A video showing a tsunami in Darwin, Australia	A tsunami struck Darwin, Australia.
393	0.1810	0.2568	Brazilian politician furious over nonexistent COVID-19 patients	Empty hospital beds and staff, no COVID-19 patients.
394	0.1201	0.4267	Person in this video is chief of Taliban praising India's BJP and RSS	The author expresses nationalistic pride in India's BJP and RSS.
395	0.2938	0.6607	Japan's Kowa says ivermectin effective against Omicron in phase III trial	According to a Phase III trial by Japan's Kowa, the anti-parasite drug ivermectin has been found effective in treating the Omicron variant of COVID-19.
396	0.2930	0.0000	DC police escorted Antifa into capital	An incident occurred at Washington, D.C.
397	0.1825	0.6593	Snowfall in holy Islamic city of Medina, Saudi Arabia	A photo or video of snowfall in Medina, Saudi Arabia.
398	0.2934	0.6371	Video shows American soldiers arriving in Ukraine	American soldiers are present in Ukraine.
399	0.2935	0.3221	Image shows Trump's letter to Biden	The note allegedly left by Donald Trump for Joe Biden at the White House reads: "Joe, you know I won," reflecting Trump's claim of being the true victor.
400	0.1823	0.1429	Video shows sinking ship in Singapore	A video of an oil tanker or ship incident at OPL Anchorage, facing Tuas.
401	0.1826	0.2439	CNN reported US sending troops to Haiti	Photo of a news headline on CNN's website about Haiti's president assassination and US troops deployment.
402	0.2925	0.3206	South Africa’s VIP protection budget boosted by 1.7 billion rands	The South African government has approved a R3.4 billion budget cut for general crime fighting, while increasing VIP protection funding by R1.7 billion.
403	0.1831	0.2884	South Africa’s power utility Eskom loan with Exim Bank of China	A tweet from Exim Bank China clarifying loan terms for Eskom.
404	0.2920	0.1852	the NIH researched chloroquine and concluded that it was effective at stopping the SARS coronavirus in its tracks	According to a 2005 study published in the Virology Journal, Dr. Fauci's National Institutes of Health found that chloroquine and its derivative hydroxychloroquine (HCQ) can inhibit SARS coronavirus infection and spread, suggesting both prophylactic and therapeutic advantages, which means HCQ can potentially treat and prevent coronavirus cases.
405	0.2921	0.3049	Image shows police fleeing attack on headquarters in southeast Nigeria	Unknown gunmen opened fire on a divisional police headquarters in Imo, resulting in multiple feared deaths, prompting a call for certain ethnic groups to resign from the armed forces.
406	0.2925	0.4714	Petri dish shows bacteria from a mask after being worn for 20 minutes	Bacteria grows on the inside of a mask after 20 minutes of use, as evident from a petri dish culture of a swab taken from the mask.
407	0.1830	0.2113	Photos show Rihanna holding her newborn baby	A photo of Rihanna's baby girl.
408	0.2927	0.5096	Photo of a giant Japanese emperor moth	The Japanese Giant Emperor moth is a notable species.
409	0.1830	0.1761	Trump lost as many jobs as Biden gained during his first five months	A graph comparing job growth under Trump and Biden, showing 3 million jobs lost under Trump and 3 million jobs gained under Biden.
410	0.2920	0.1553	People vaccinated against Covid-19 pose a health risk to others by “shedding” spike proteins	A nurse warns people to stay away from vaccinated individuals and provides additional information at www.truthunmasked.org/p/stay-away.html.
411	0.2921	0.3543	Myanmar used Dominion Voting Systems in fraudulent election	McKayla J claims that Myanmar used Dominion voting machines and questions whether Dominion will sue the Burmese military for defamation or investigate the allegations of election fraud that occurred on November 4th.
412	0.2921	0.2698	Recent photo of two Ukrainian kids sending off soldiers	Two young Ukrainian children, a boy and a girl, hold hands and bid farewell to soldiers departing to fight against Russians, with the boy saluting and the girl carrying a stuffed animal.
413	0.2924	0.4262	Anthony Fauci’s wife is head of FDA and approved Covid-19 vaccines	Christine Grady, the wife of Anthony Fauci, is the FDA acting head who approved the Pfizer vaccine.
414	0.1830	0.2971	A photo from Ukraine shows several cars have been flipped over by the explosion of a Russian bomb, yet the building behind them looks completely undamaged, which is inconsistent with an explosion.	A photo of a house with intact windows and clean facade, surrounded by overturned cars, after a Russian bomb explosion.
415	0.2924	0.3776	Impeaching President Donald Trump means he "loses his 200K+ pension," "his 1 million dollar/year travel allowance," his "lifetime full secret service detail" and "his ability to run in 2024."	Impeaching him would result in the loss of his $200,000+ pension, $1 million/year travel allowance, and lifetime full secret service detail.
416	0.2926	0.4031	A second impeachment means Donald Trump loses his lifetime pension, travel allowance, Secret Service detail, and his ability to run for public office.	Impeaching him would result in the loss of his $200,000+ pension, $1 million/year travel allowance, and lifetime full secret service detail.
417	0.2931	0.4746	CDC said cigarette smoking doesn't cause cancer in 1958	The CDC has made previous statements that were later proven incorrect, such as claiming in 1958 that cigarette smoking does not cause cancer and in 2012 that vaccines do not cause autism, highlighting the importance of reevaluating information over time.
418	0.1834	0.2638	Ministers of Sri Lanka government discussing with IMF delegates!!(PHOTO)	A photo of Sri Lankan ministers at an IMF meeting without pens or paper.
419	0.2928	0.2602	The WHO, CDC and New England Journal of Medicine warn against face masks over “severe health issues”	The Victorian Government should be sued for allegedly attempting to harm its population through its COVID-19 policies, which some medical officials and organizations claim can lead to severe health issues, such as those caused by wearing masks.
420	0.1194	0.2239	Children face risks from wearing masks	Masks pose greater risks than benefits to children's health and safety.
421	0.2926	0.3194	Image shows mismatch between Neil Armstrong’s spacesuit and boot print left on the Moon, therefore Moon landing was a hoax	The astronaut suit of Neil Armstrong, preserved in a museum, appears to be inconsistent with his footprints on the moon, raising questions about the authenticity of the moon landing.
422	0.2925	0.2406	Marine painted house in patriotic colors after neighbors said he could not fly American flag year round	A Marine responded to his neighbors' objection to flying the American flag in his yard by painting his house with the flag's design, effectively giving a bold and patriotic statement.
423	0.1837	0.3394	Kashmir separatist leader Yasin Malik dies in Indian jail	Yaseen Malik, a Pakistani militant, has died in jail.
424	0.1841	0.2757	This is genuine COVID-19 prevention advice	No photo or video, just a text post about COVID-19 prevention measures.
425	0.2920	0.4100	Police arrest face mask vendor not wearing one	A face mask seller was arrested by policemen for not wearing a face mask, despite the officers themselves not wearing face masks, highlighting the inconsistency in enforcement in Nigeria.
426	0.2921	0.3441	Cornell University professor Rob Oswald said university labs are suing CDC saying Covid-19 does not exist	Here is the standardized claim in one sentence: 
A group of university labs, including Stanford and Cornell, claim that COVID-19 is fictitious and not a virus, and are suing the CDC for fraud after their tests on 1500 samples found no evidence of COVID-19, but rather influenza A and B.
427	0.2925	0.4711	Video shows ballots dumped in bushes	Bags of recovered ballots were found thrashed and dumped in the bush.
428	0.2930	0.5111	Justin Trudeau takes $2 billion from Canadian retirement fund and gives it to Mumbai	The Canadian government, led by Justin Trudeau, invested $2 billion from the Canada Pension Plan funds in Indian "stressed assets".
429	0.2936	0.5294	People of the Hunza Valley live cancer-free because they consume apricot seeds which kill cancer cells	The people of Hunza Valley allegedly have a low cancer rate due to their consumption of apricot seeds, which contain Vitamin B17, a nutrient believed to kill cancer cells and strengthen the immune system.
430	0.2933	0.1894	Video shows Indian police beating man to death for violating COVID-19 lockdown	A poor man in India was killed by a policeman for allegedly violating the country's lockdown by venturing out to find food.
431	0.1847	0.3704	Anti-Sharia signboard put up by the Indian Army on the India-Pakistan border.	A sign at the India-Pakistan border reads "Sharia-Free Zone" and "Set your watches forward 1,400 years".
432	0.2932	0.4208	Fire-emitting bird causes forest fires in Australia	The bird is allegedly responsible for starting fires in the forests.
433	0.2927	0.1064	Passengers protest as ruling PTI ministers cause flight delay in Pakistan	On July 17, 2018, a PIA flight from Islamabad to Skardu was delayed by 4 hours to accommodate senior civil aviation and PIA officers and their families, resulting in a US-settled family missing their connecting flight to Karachi.
434	0.2927	0.2525	Video shows blast at Aramco oil refinery in Saudi Arabia	A blast occurred at a Saudi Aramco refinery.
435	0.2931	0.5010	Free DNA testing in South African hospitals and clinics from June 2022	As of June 2022, DNA tests are provided free of charge at government clinics and hospitals.
436	0.1178	0.1205	Ukrainian troops on Snake Island killed by Russia	Ukrainian guards defied Russia with a bold, profane statement.
437	0.2929	0.3696	Westpac to stop accepting cash and cheque deposits by the end of 2020	Westpac will no longer accept cash and cheque deposits at its branches, with cash deposits limited to $7,500 until July 1, 2020, and completely phased out by December 30, 2020, along with cheque deposits.
438	0.2930	0.3600	Baseball legend Hank Aaron’s death is related to his Moderna Covid-19 vaccination	Hank Aaron, a renowned baseball player, received the Moderna COVID-19 vaccine on January 5 and died two weeks later, potentially undermining efforts to promote vaccine trust among Black Americans.
439	0.2938	0.6349	Roadside sculpture carved by father who lost his wife, child to a drunk driver	A roadside sculpture was carved by a grieving father in memory of his wife and unborn child who were tragically killed by a drunk driver.
440	0.2940	0.3690	The Cairo Tower in Egypt was lit up in the colours of the Palestinian flag in solidarity.	The Cairo Tower is decorated with the Palestinian flag.
441	0.1832	0.1537	Genuine video of a plane narrowly avoiding an oil tanker upon landing	A plane nearly crashes, but the pilot's quick thinking saves it.
442	0.2936	0.3432	Clothes of Sri Lanka Easter Sunday bomb victims at church they were killed in	On April 14, 2019, a bomb blast occurred at a church in Katuwapitiya, Sri Lanka, resulting in victims whose clothing was left on chairs.
443	0.2942	0.5597	Halyna Hutchins’ next project was a documentary about Hollywood pedophile rings	Alec Baldwin fatally shot Halyna Hutchins, the director of photography who was working on a documentary about alleged pedophile rings in the entertainment industry.
444	0.1836	0.2641	Henry Kissinger made these pro-Trump remarks	No photo or video, just a text post about Henry Kissinger's views on Trump.
445	0.2936	0.1351	USPS is not losing money and has no debt	The United States Postal Service is a self-sustaining institution that employs over 500,000 Americans, including a large number of veterans, and operates without costing taxpayers any money.
446	0.2933	0.1869	Magnet video proves COVID-19 vaccines contain microchips.	Some individuals who received the Covid-19 vaccine have reported experiencing a metallic taste in their mouth and magnetism in their arm after vaccination, with some cases confirmed through experiments with magnets and compasses.
447	0.2945	0.8110	The Greens signed the Native Forest Protection Act to defund National Park Rangers and control burn programs	The Greens, who held the balance of power in the Australian government after signing a deal with the ALP in 2010, are partially responsible for the severity of the fires due to their role in defunding National Park Rangers and Control Burn Programs through the Native Forest Protection Act.
448	0.1173	0.1190	Photo shows bombing in Gaza in January 2022	War and suffering persist in Gaza even on New Year's.
449	0.2941	0.3540	Rapex condom can be bought at pharmacies and Shoprite	The Rapex Condom is a protective device that can be inserted into the vagina, designed to attach to an attacker's penis in the event of a rape, requiring medical removal and potentially aiding in the identification and prosecution of the perpetrator.
450	0.1833	0.4310	People vaccinated against Covid-19 should avoid MRI scans	A doctor warns vaccinated individuals to avoid MRI scans due to potential severe reactions.
451	0.2936	0.1099	Photo of BJP candidate dressed as Hanuman monkey god	The BJP has a Lok Sabha candidate from Ranaghat.
452	0.2939	0.4229	Photos of cleaners in Hong Kong during the 2019 pro-democracy protests	The street cleaners in Hong Kong are unsung heroes who efficiently restore order to the city's streets every night after a day of chaos, earning utmost respect for their diligent work.
453	0.1168	0.0556	Photo shows 2022 farmers' convoy in the Netherlands	The author criticizes media silence on certain issues.
454	0.2939	0.5668	White House employees are exempt from government vaccine mandate	The White House is exempting its employees from a vaccine mandate that it is requiring for the general public.
455	0.2942	0.4035	This video shows food donated to Turkey, which is on lockdown due to the novel coronavirus pandemic	In Turkey, people are leaving food packets on the road for those in need who are unable to earn a living due to the COVID-19 lockdown.
456	0.1171	0.1899	Flu vaccine raises risk of coronavirus infection	The author opposes mandatory flu shots, citing health risks and violations of individual rights.
457	0.2934	0.1290	Photo shows Japanese officials paying respect to people working to contain the coronavirus pandemic	Frontliners in the Philippines, who are risking their lives to combat Covid-19, deserve to be honored instead of being vilified and falsely accused of fomenting revolution.
458	0.1179	0.3394	USPS is not losing money and has no debt	The USPS is self-sustaining and not a financial burden on taxpayers.
459	0.2924	0.0000	Eating infant flesh caused novel coronavirus outbreak	The restaurant in Wuhan is known for serving exotic food, including a controversial specialty that features human fetus.
460	0.1813	0.4018	Video Show The Dawah Group Is littered With Dead Bodies Inside Their Own Apartments	Photo of dead bodies inside Dawah Group's apartments, victims of Covid-19.
461	0.2921	0.2525	Video shows face masks from China inserted with RFID chips	Single-use masks, often made in China, are typically composed of polypropylene, a petrol fuel-derived plastic that can take hundreds of years to break down and may contain chemicals and RFID chips.
462	0.1167	0.1064	Canada ‘free’ of COVID-19 in August 2020	Canada is not actually Covid free, the author is being sarcastic.
